,close,high,low,open,time
0,130.76,131.85,130.38,131.4,2021-05-10 04:00:00+00:00
1,130.85,130.89,130.58,130.76,2021-05-10 04:15:00+00:00
2,130.83,130.87,130.72,130.86,2021-05-10 04:30:00+00:00
3,130.73,130.85,130.72,130.73,2021-05-10 04:45:00+00:00
4,130.78,130.84,130.65,130.73,2021-05-10 05:00:00+00:00
5,130.72,130.78,130.67,130.78,2021-05-10 05:15:00+00:00
6,130.73,130.74,130.67,130.72,2021-05-10 05:30:00+00:00
7,130.74,130.76,130.67,130.73,2021-05-10 05:45:00+00:00
8,130.37,130.74,130.0,130.74,2021-05-10 06:00:00+00:00
9,130.37,130.4,130.22,130.37,2021-05-10 06:15:00+00:00
10,130.3,130.4,130.25,130.33,2021-05-10 06:30:00+00:00
11,130.37,130.49,130.3,130.35,2021-05-10 06:45:00+00:00
12,129.7,130.38,129.7,130.38,2021-05-10 07:00:00+00:00
13,129.61,129.88,129.51,129.74,2021-05-10 07:15:00+00:00
14,130.0,130.0,129.32,129.61,2021-05-10 07:30:00+00:00
15,129.97,130.0,129.74,130.0,2021-05-10 07:45:00+00:00
16,129.99,130.2,129.9,129.97,2021-05-10 08:00:00+00:00
17,130.14,130.17,129.9,129.95,2021-05-10 08:15:00+00:00
18,130.06,130.15,129.91,130.05,2021-05-10 08:30:00+00:00
19,129.78,130.07,129.65,130.06,2021-05-10 08:45:00+00:00
20,129.83,129.84,129.63,129.77,2021-05-10 09:00:00+00:00
21,129.84,129.91,129.71,129.81,2021-05-10 09:15:00+00:00
22,129.72,129.88,129.71,129.86,2021-05-10 09:30:00+00:00
23,130.0,130.0,129.75,129.79,2021-05-10 09:45:00+00:00
24,130.12,130.17,129.85,130.0,2021-05-10 10:00:00+00:00
25,130.04,130.17,130.04,130.17,2021-05-10 10:15:00+00:00
26,130.1,130.12,129.96,130.04,2021-05-10 10:30:00+00:00
27,130.24,130.26,130.12,130.12,2021-05-10 10:45:00+00:00
28,130.05,130.19,129.93,130.18,2021-05-10 11:00:00+00:00
29,130.01,130.09,129.93,130.05,2021-05-10 11:15:00+00:00
30,129.82,129.98,129.7,129.98,2021-05-10 11:30:00+00:00
31,129.8,130.03,129.74,129.83,2021-05-10 11:45:00+00:00
32,129.89,129.99,129.73,129.79,2021-05-10 12:00:00+00:00
33,129.82,129.99,129.79,129.88,2021-05-10 12:15:00+00:00
34,129.93,130.0,129.83,129.83,2021-05-10 12:30:00+00:00
35,129.87,129.93,129.85,129.93,2021-05-10 12:45:00+00:00
36,129.83,130.04,129.63,129.86,2021-05-10 13:00:00+00:00
37,129.4,129.9,129.25,129.82,2021-05-10 13:15:00+00:00
38,128.72,129.55,128.28,129.41,2021-05-10 13:30:00+00:00
39,128.45,128.94,128.18,128.72,2021-05-10 13:45:00+00:00
40,128.38,128.51,128.06,128.47,2021-05-10 14:00:00+00:00
41,128.39,128.65,128.22,128.37,2021-05-10 14:15:00+00:00
42,128.37,128.58,128.14,128.38,2021-05-10 14:30:00+00:00
43,128.18,128.37,127.86,128.37,2021-05-10 14:45:00+00:00
44,128.18,128.3,127.9,128.19,2021-05-10 15:00:00+00:00
45,128.31,128.48,128.08,128.16,2021-05-10 15:15:00+00:00
46,128.39,128.4,128.11,128.32,2021-05-10 15:30:00+00:00
47,128.53,128.54,128.26,128.4,2021-05-10 15:45:00+00:00
48,128.66,128.7,128.5,128.54,2021-05-10 16:00:00+00:00
49,128.41,128.68,128.38,128.68,2021-05-10 16:15:00+00:00
50,128.23,128.48,128.2,128.4,2021-05-10 16:30:00+00:00
51,128.31,128.38,128.16,128.23,2021-05-10 16:45:00+00:00
52,128.38,128.4,128.22,128.32,2021-05-10 17:00:00+00:00
53,128.27,128.5,128.25,128.38,2021-05-10 17:15:00+00:00
54,128.2,128.29,128.14,128.26,2021-05-10 17:30:00+00:00
55,128.05,128.26,127.97,128.19,2021-05-10 17:45:00+00:00
56,127.72,128.1,127.62,128.06,2021-05-10 18:00:00+00:00
57,127.19,127.72,127.09,127.71,2021-05-10 18:15:00+00:00
58,127.14,127.34,126.94,127.19,2021-05-10 18:30:00+00:00
59,127.06,127.22,126.83,127.13,2021-05-10 18:45:00+00:00
60,127.24,127.32,127.01,127.06,2021-05-10 19:00:00+00:00
61,127.2,127.31,127.11,127.24,2021-05-10 19:15:00+00:00
62,127.38,127.4,127.14,127.19,2021-05-10 19:30:00+00:00
63,126.86,127.5,126.81,127.38,2021-05-10 19:45:00+00:00
64,126.78,127.05,126.66,126.85,2021-05-10 20:00:00+00:00
65,126.74,126.99,126.66,126.78,2021-05-10 20:15:00+00:00
66,126.74,126.8,126.7,126.74,2021-05-10 20:30:00+00:00
67,126.49,126.77,126.34,126.74,2021-05-10 20:45:00+00:00
68,126.38,126.7,126.33,126.49,2021-05-10 21:00:00+00:00
69,126.46,126.5,126.34,126.34,2021-05-10 21:15:00+00:00
70,126.46,126.5,126.33,126.45,2021-05-10 21:30:00+00:00
71,126.4,126.48,126.38,126.46,2021-05-10 21:45:00+00:00
72,126.47,126.52,126.45,126.48,2021-05-10 22:00:00+00:00
73,126.33,126.46,126.32,126.45,2021-05-10 22:15:00+00:00
74,126.4,126.4,126.33,126.38,2021-05-10 22:30:00+00:00
75,126.0,126.3,125.69,125.69,2021-05-11 04:00:00+00:00
76,125.88,126.0,125.51,126.0,2021-05-11 04:15:00+00:00
77,125.81,125.95,125.66,125.88,2021-05-11 04:30:00+00:00
78,125.95,126.0,125.68,125.83,2021-05-11 04:45:00+00:00
79,125.9,125.99,125.64,125.95,2021-05-11 05:00:00+00:00
80,126.0,126.0,125.91,125.96,2021-05-11 05:15:00+00:00
81,126.0,126.0,125.95,126.0,2021-05-11 05:30:00+00:00
82,126.38,126.9,126.0,126.0,2021-05-11 05:45:00+00:00
83,125.72,126.38,125.7,126.38,2021-05-11 06:00:00+00:00
84,125.83,125.92,125.66,125.76,2021-05-11 06:15:00+00:00
85,125.7,125.84,125.69,125.84,2021-05-11 06:30:00+00:00
86,125.22,125.7,125.15,125.7,2021-05-11 06:45:00+00:00
87,125.16,125.56,125.0,125.56,2021-05-11 07:00:00+00:00
88,124.8,125.52,124.7,125.1,2021-05-11 07:15:00+00:00
89,124.32,124.84,124.3,124.7,2021-05-11 07:30:00+00:00
90,124.5,124.59,124.04,124.32,2021-05-11 07:45:00+00:00
91,124.55,125.24,124.16,124.56,2021-05-11 08:00:00+00:00
92,124.49,124.66,124.22,124.52,2021-05-11 08:15:00+00:00
93,124.76,125.08,124.4,124.45,2021-05-11 08:30:00+00:00
94,124.64,124.8,124.51,124.75,2021-05-11 08:45:00+00:00
95,124.78,124.95,124.54,124.63,2021-05-11 09:00:00+00:00
96,124.79,124.92,124.68,124.76,2021-05-11 09:15:00+00:00
97,124.81,125.0,124.76,124.79,2021-05-11 09:30:00+00:00
98,124.79,124.89,124.6,124.78,2021-05-11 09:45:00+00:00
99,124.66,124.79,124.5,124.79,2021-05-11 10:00:00+00:00
100,124.57,124.69,124.49,124.68,2021-05-11 10:15:00+00:00
101,124.4,124.59,124.4,124.57,2021-05-11 10:30:00+00:00
102,124.37,124.6,124.17,124.4,2021-05-11 10:45:00+00:00
103,124.43,124.6,124.21,124.48,2021-05-11 11:00:00+00:00
104,124.18,124.6,124.1,124.46,2021-05-11 11:15:00+00:00
105,124.2,124.32,123.9,124.25,2021-05-11 11:30:00+00:00
106,123.71,124.23,123.61,124.16,2021-05-11 11:45:00+00:00
107,123.47,123.93,123.43,123.71,2021-05-11 12:00:00+00:00
108,123.33,123.54,123.3,123.46,2021-05-11 12:15:00+00:00
109,123.1,123.5,123.09,123.32,2021-05-11 12:30:00+00:00
110,123.01,123.24,122.9,123.1,2021-05-11 12:45:00+00:00
111,123.22,123.31,122.87,123.0,2021-05-11 13:00:00+00:00
112,123.49,123.56,123.17,123.22,2021-05-11 13:15:00+00:00
113,124.31,124.52,122.78,123.5,2021-05-11 13:30:00+00:00
114,124.71,124.81,123.85,124.32,2021-05-11 13:45:00+00:00
115,123.88,124.71,123.78,124.71,2021-05-11 14:00:00+00:00
116,123.46,124.45,123.39,123.89,2021-05-11 14:15:00+00:00
117,123.58,123.76,123.32,123.46,2021-05-11 14:30:00+00:00
118,124.24,124.37,123.26,123.58,2021-05-11 14:45:00+00:00
119,124.46,124.47,123.95,124.23,2021-05-11 15:00:00+00:00
120,125.07,125.2,124.26,124.45,2021-05-11 15:15:00+00:00
121,124.91,125.42,124.88,125.07,2021-05-11 15:30:00+00:00
122,125.13,125.2,124.73,124.9,2021-05-11 15:45:00+00:00
123,125.59,125.62,125.06,125.13,2021-05-11 16:00:00+00:00
124,125.37,125.72,125.31,125.6,2021-05-11 16:15:00+00:00
125,125.18,125.5,125.12,125.36,2021-05-11 16:30:00+00:00
126,124.96,125.25,124.74,125.19,2021-05-11 16:45:00+00:00
127,125.21,125.31,124.88,124.95,2021-05-11 17:00:00+00:00
128,125.78,125.86,125.09,125.21,2021-05-11 17:15:00+00:00
129,126.08,126.16,125.74,125.78,2021-05-11 17:30:00+00:00
130,125.92,126.16,125.72,126.08,2021-05-11 17:45:00+00:00
131,125.58,126.14,125.58,125.93,2021-05-11 18:00:00+00:00
132,126.23,126.27,125.52,125.57,2021-05-11 18:15:00+00:00
133,125.71,126.22,125.61,126.22,2021-05-11 18:30:00+00:00
134,125.74,125.95,125.61,125.72,2021-05-11 18:45:00+00:00
135,125.62,125.87,125.55,125.73,2021-05-11 19:00:00+00:00
136,125.97,126.21,125.55,125.62,2021-05-11 19:15:00+00:00
137,125.62,126.08,125.28,125.98,2021-05-11 19:30:00+00:00
138,125.84,126.1,125.6,125.61,2021-05-11 19:45:00+00:00
139,125.66,126.05,125.64,125.84,2021-05-11 20:00:00+00:00
140,125.72,125.8,125.53,125.75,2021-05-11 20:15:00+00:00
141,125.64,125.74,125.53,125.73,2021-05-11 20:30:00+00:00
142,125.65,125.7,125.6,125.65,2021-05-11 20:45:00+00:00
143,125.56,125.69,125.51,125.69,2021-05-11 21:00:00+00:00
144,125.64,125.65,125.5,125.56,2021-05-11 21:15:00+00:00
145,125.75,125.75,125.64,125.64,2021-05-11 21:30:00+00:00
146,125.68,125.68,125.6,125.67,2021-05-11 21:45:00+00:00
