,close,high,low,open,time
0,139.74,140.1,136.32,138.49,2021-01-28 07:00:00+00:00
1,139.0,140.5,138.35,139.59,2021-01-28 07:15:00+00:00
2,138.03,139.36,138.0,139.0,2021-01-28 07:30:00+00:00
3,138.39,138.7,137.51,138.03,2021-01-28 07:45:00+00:00
4,139.0,139.0,138.0,138.39,2021-01-28 08:00:00+00:00
5,139.7,139.93,138.98,138.98,2021-01-28 08:15:00+00:00
6,139.54,139.93,139.42,139.93,2021-01-28 08:30:00+00:00
7,138.41,139.51,137.83,139.47,2021-01-28 08:45:00+00:00
8,137.23,138.3,137.0,138.3,2021-01-28 09:00:00+00:00
9,136.05,137.44,135.46,137.3,2021-01-28 09:15:00+00:00
10,135.71,136.45,135.64,136.05,2021-01-28 09:30:00+00:00
11,137.1,137.1,135.55,135.9,2021-01-28 09:45:00+00:00
12,137.59,137.59,136.61,137.0,2021-01-28 10:00:00+00:00
13,137.82,138.65,137.31,137.59,2021-01-28 10:15:00+00:00
14,139.12,139.12,137.7,137.96,2021-01-28 10:30:00+00:00
15,138.2,139.16,137.75,139.12,2021-01-28 10:45:00+00:00
16,138.25,138.48,137.13,138.2,2021-01-28 11:00:00+00:00
17,138.78,139.37,138.32,138.42,2021-01-28 11:15:00+00:00
18,138.86,139.06,138.26,139.0,2021-01-28 11:30:00+00:00
19,139.24,139.53,138.95,139.04,2021-01-28 11:45:00+00:00
20,139.91,139.97,138.1,139.21,2021-01-28 12:00:00+00:00
21,139.8,139.98,139.3,139.91,2021-01-28 12:15:00+00:00
22,138.92,139.89,138.61,139.85,2021-01-28 12:30:00+00:00
23,138.9,139.55,138.72,138.95,2021-01-28 12:45:00+00:00
24,138.5,138.9,138.35,138.87,2021-01-28 13:00:00+00:00
25,138.6,138.6,137.87,138.49,2021-01-28 13:15:00+00:00
26,139.5,139.6,138.3,138.6,2021-01-28 13:30:00+00:00
27,140.24,140.48,139.23,139.52,2021-01-28 13:45:00+00:00
28,141.86,142.12,140.19,140.24,2021-01-28 14:00:00+00:00
29,139.52,141.88,139.31,141.85,2021-01-28 14:15:00+00:00
30,139.5,140.0,138.01,139.5,2021-01-28 14:30:00+00:00
31,138.26,139.54,138.0,139.53,2021-01-28 14:45:00+00:00
32,139.41,139.43,138.0,138.25,2021-01-28 15:00:00+00:00
33,139.57,140.33,139.25,139.41,2021-01-28 15:15:00+00:00
34,138.92,140.17,138.53,139.6,2021-01-28 15:30:00+00:00
35,139.23,139.65,138.77,138.9,2021-01-28 15:45:00+00:00
36,139.52,139.87,139.0,139.23,2021-01-28 16:00:00+00:00
37,138.93,140.02,138.86,139.54,2021-01-28 16:15:00+00:00
38,138.74,139.24,138.58,138.95,2021-01-28 16:30:00+00:00
39,139.07,139.09,138.49,138.75,2021-01-28 16:45:00+00:00
40,140.73,140.75,139.0,139.07,2021-01-28 17:00:00+00:00
41,141.16,141.99,140.69,140.74,2021-01-28 17:15:00+00:00
42,141.04,141.62,140.69,141.16,2021-01-28 17:30:00+00:00
43,140.7,141.46,140.58,141.02,2021-01-28 17:45:00+00:00
44,140.32,140.93,140.06,140.72,2021-01-28 18:00:00+00:00
45,140.15,140.68,139.9,140.31,2021-01-28 18:15:00+00:00
46,140.46,140.54,140.1,140.17,2021-01-28 18:30:00+00:00
47,140.2,140.48,140.03,140.45,2021-01-28 18:45:00+00:00
48,139.28,140.34,139.23,140.22,2021-01-28 19:00:00+00:00
49,139.79,139.87,139.04,139.28,2021-01-28 19:15:00+00:00
50,139.4,139.85,139.31,139.8,2021-01-28 19:30:00+00:00
51,139.32,139.51,139.05,139.41,2021-01-28 19:45:00+00:00
52,139.2,139.34,138.82,139.32,2021-01-28 20:00:00+00:00
53,138.31,139.25,138.3,139.2,2021-01-28 20:15:00+00:00
54,138.03,138.55,137.77,138.3,2021-01-28 20:30:00+00:00
55,137.09,138.08,136.7,138.03,2021-01-28 20:45:00+00:00
56,136.5,137.15,136.31,137.09,2021-01-28 21:00:00+00:00
57,136.47,136.65,136.45,136.5,2021-01-28 21:15:00+00:00
58,136.78,136.78,136.01,136.46,2021-01-28 21:30:00+00:00
59,137.09,137.1,136.64,136.77,2021-01-28 21:45:00+00:00
60,137.49,137.52,137.05,137.07,2021-01-28 22:00:00+00:00
61,137.24,137.53,137.06,137.47,2021-01-28 22:15:00+00:00
62,137.37,137.4,137.23,137.23,2021-01-28 22:30:00+00:00
63,136.87,137.37,136.1,136.4,2021-01-29 07:00:00+00:00
64,136.89,137.1,136.5,136.87,2021-01-29 07:15:00+00:00
65,136.25,136.9,135.91,136.9,2021-01-29 07:30:00+00:00
66,136.2,136.5,135.94,136.24,2021-01-29 07:45:00+00:00
67,135.55,136.46,135.48,136.2,2021-01-29 08:00:00+00:00
68,136.25,136.31,135.2,135.55,2021-01-29 08:15:00+00:00
69,136.24,136.4,135.74,136.12,2021-01-29 08:30:00+00:00
70,136.0,136.48,135.8,136.24,2021-01-29 08:45:00+00:00
71,135.72,136.27,135.6,135.91,2021-01-29 09:00:00+00:00
72,135.95,135.95,135.2,135.74,2021-01-29 09:15:00+00:00
73,135.93,136.14,135.68,135.9,2021-01-29 09:30:00+00:00
74,135.61,135.91,135.25,135.91,2021-01-29 09:45:00+00:00
75,135.3,135.62,135.2,135.61,2021-01-29 10:00:00+00:00
76,135.37,135.53,135.0,135.28,2021-01-29 10:15:00+00:00
77,135.77,135.82,135.28,135.37,2021-01-29 10:30:00+00:00
78,136.0,136.2,135.7,135.81,2021-01-29 10:45:00+00:00
79,136.13,136.17,135.83,136.02,2021-01-29 11:00:00+00:00
80,136.48,136.63,136.01,136.17,2021-01-29 11:15:00+00:00
81,136.4,136.71,136.3,136.48,2021-01-29 11:30:00+00:00
82,136.16,136.4,136.0,136.37,2021-01-29 11:45:00+00:00
83,136.05,136.37,136.02,136.15,2021-01-29 12:00:00+00:00
84,136.16,136.16,135.89,136.03,2021-01-29 12:15:00+00:00
85,135.96,136.39,135.7,136.15,2021-01-29 12:30:00+00:00
86,135.86,135.96,135.73,135.96,2021-01-29 12:45:00+00:00
87,135.96,136.0,135.25,135.86,2021-01-29 13:00:00+00:00
88,135.71,136.08,135.66,135.94,2021-01-29 13:15:00+00:00
89,136.32,136.41,135.71,135.75,2021-01-29 13:30:00+00:00
90,136.05,136.7,136.03,136.38,2021-01-29 13:45:00+00:00
91,136.38,136.5,135.71,136.05,2021-01-29 14:00:00+00:00
92,135.9,136.46,135.7,136.38,2021-01-29 14:15:00+00:00
93,134.78,136.73,133.78,135.8,2021-01-29 14:30:00+00:00
94,135.12,135.23,134.16,134.76,2021-01-29 14:45:00+00:00
95,134.78,135.27,133.9,135.12,2021-01-29 15:00:00+00:00
96,135.1,135.59,134.48,134.79,2021-01-29 15:15:00+00:00
97,134.2,135.44,134.19,135.08,2021-01-29 15:30:00+00:00
98,134.13,134.45,133.83,134.2,2021-01-29 15:45:00+00:00
99,132.29,134.34,132.08,134.13,2021-01-29 16:00:00+00:00
100,132.21,132.96,131.88,132.28,2021-01-29 16:15:00+00:00
101,132.4,132.46,131.2,132.19,2021-01-29 16:30:00+00:00
102,132.98,133.05,132.08,132.39,2021-01-29 16:45:00+00:00
103,132.83,133.3,132.56,132.95,2021-01-29 17:00:00+00:00
