,close,high,low,open,time
0,138.28,138.95,138.28,138.67,2022-06-12 07:00:00+00:00
1,138.18,138.7,138.14,138.7,2022-06-12 07:15:00+00:00
2,138.6,138.6,138.17,138.17,2022-06-12 07:30:00+00:00
3,138.62,138.65,138.19,138.62,2022-06-12 07:45:00+00:00
4,138.64,138.73,138.21,138.65,2022-06-12 08:00:00+00:00
5,138.66,138.66,138.65,138.65,2022-06-12 08:15:00+00:00
6,138.32,138.77,138.32,138.77,2022-06-12 08:30:00+00:00
7,138.36,138.77,138.3,138.3,2022-06-12 08:45:00+00:00
8,138.31,138.79,138.31,138.79,2022-06-12 09:00:00+00:00
9,138.28,138.3,138.28,138.3,2022-06-12 09:15:00+00:00
10,138.7,138.7,138.25,138.27,2022-06-12 09:30:00+00:00
11,138.18,138.26,138.18,138.26,2022-06-12 09:45:00+00:00
12,138.73,138.73,138.12,138.12,2022-06-12 10:00:00+00:00
13,138.53,138.78,138.02,138.36,2022-06-12 10:15:00+00:00
14,138.56,138.56,138.56,138.56,2022-06-12 10:30:00+00:00
15,138.12,138.12,138.12,138.12,2022-06-12 10:45:00+00:00
16,138.6,138.6,138.14,138.56,2022-06-12 11:00:00+00:00
17,138.6,138.66,138.16,138.63,2022-06-12 11:15:00+00:00
18,138.1,138.62,138.09,138.16,2022-06-12 11:30:00+00:00
19,138.6,138.6,138.04,138.04,2022-06-12 11:45:00+00:00
20,138.58,138.58,138.15,138.15,2022-06-12 12:00:00+00:00
21,138.59,138.59,138.14,138.15,2022-06-12 12:15:00+00:00
22,138.63,138.63,138.62,138.62,2022-06-12 12:30:00+00:00
23,138.14,138.59,138.14,138.2,2022-06-12 13:00:00+00:00
24,138.56,138.56,138.54,138.54,2022-06-12 13:15:00+00:00
25,138.57,138.57,138.14,138.57,2022-06-12 13:30:00+00:00
26,138.13,138.59,138.13,138.58,2022-06-12 13:45:00+00:00
27,138.68,138.68,138.61,138.61,2022-06-12 14:00:00+00:00
28,138.56,138.56,138.15,138.24,2022-06-12 14:15:00+00:00
29,138.14,138.57,138.14,138.57,2022-06-12 14:30:00+00:00
30,138.76,138.76,138.13,138.13,2022-06-12 14:45:00+00:00
31,139.0,139.0,138.98,138.98,2022-06-12 15:00:00+00:00
32,138.21,138.74,138.18,138.47,2022-06-12 15:15:00+00:00
33,138.54,138.54,138.0,138.21,2022-06-12 15:30:00+00:00
34,138.12,138.51,137.85,138.2,2022-06-12 15:45:00+00:00
35,137.98,138.02,137.98,138.02,2022-06-12 16:00:00+00:00
36,132.85,133.24,132.85,133.17,2022-06-13 11:30:00+00:00
37,132.7,132.92,132.57,132.85,2022-06-13 11:45:00+00:00
38,133.25,133.33,132.63,132.69,2022-06-13 12:00:00+00:00
39,133.25,133.41,133.0,133.25,2022-06-13 12:15:00+00:00
40,133.05,133.47,132.88,133.25,2022-06-13 12:30:00+00:00
41,133.09,133.32,132.98,133.11,2022-06-13 12:45:00+00:00
42,133.45,133.45,132.92,133.09,2022-06-13 13:00:00+00:00
43,132.84,133.5,132.65,133.47,2022-06-13 13:15:00+00:00
44,134.12,134.3,132.58,132.85,2022-06-13 13:30:00+00:00
45,134.59,134.66,133.17,134.11,2022-06-13 13:45:00+00:00
46,133.51,135.2,133.37,134.59,2022-06-13 14:00:00+00:00
47,132.86,133.53,132.57,133.52,2022-06-13 14:15:00+00:00
48,133.33,134.06,132.74,132.85,2022-06-13 14:30:00+00:00
49,133.07,133.46,132.81,133.34,2022-06-13 14:45:00+00:00
50,133.2,133.38,132.67,133.07,2022-06-13 15:00:00+00:00
51,134.14,134.53,133.13,133.2,2022-06-13 15:15:00+00:00
52,134.3,134.48,133.85,134.14,2022-06-13 15:30:00+00:00
53,133.73,134.36,133.45,134.3,2022-06-13 15:45:00+00:00
54,133.99,134.39,133.52,133.73,2022-06-13 16:00:00+00:00
55,134.18,134.31,133.83,134.0,2022-06-13 16:15:00+00:00
56,134.39,135.05,134.01,134.17,2022-06-13 16:30:00+00:00
57,133.72,134.51,133.66,134.4,2022-06-13 16:45:00+00:00
58,133.66,133.73,133.38,133.72,2022-06-13 17:00:00+00:00
59,133.31,133.74,133.15,133.65,2022-06-13 17:15:00+00:00
60,134.02,134.04,133.16,133.32,2022-06-13 17:30:00+00:00
61,134.23,134.3,133.94,134.03,2022-06-13 17:45:00+00:00
62,133.31,134.25,133.28,134.22,2022-06-13 18:00:00+00:00
63,133.37,133.74,133.26,133.3,2022-06-13 18:15:00+00:00
64,133.38,133.62,132.88,133.38,2022-06-13 18:30:00+00:00
65,132.73,133.5,132.72,133.38,2022-06-13 18:45:00+00:00
66,132.37,132.96,132.21,132.74,2022-06-13 19:00:00+00:00
67,132.31,133.31,132.07,132.36,2022-06-13 19:15:00+00:00
68,132.03,132.57,131.9,132.3,2022-06-13 19:30:00+00:00
69,131.88,132.3,131.44,132.02,2022-06-13 19:45:00+00:00
70,132.44,132.58,131.88,131.89,2022-06-13 20:00:00+00:00
71,132.3,132.55,132.0,132.44,2022-06-13 20:15:00+00:00
72,132.56,132.6,132.25,132.3,2022-06-13 20:30:00+00:00
73,132.46,132.58,132.39,132.56,2022-06-13 20:45:00+00:00
74,132.4,132.48,132.29,132.47,2022-06-13 21:00:00+00:00
75,132.3,132.49,132.16,132.47,2022-06-13 21:15:00+00:00
76,132.5,132.52,132.11,132.49,2022-06-13 21:30:00+00:00
77,132.39,132.5,132.31,132.4,2022-06-13 21:45:00+00:00
78,132.78,132.79,132.35,132.39,2022-06-13 22:00:00+00:00
79,132.79,132.87,132.52,132.78,2022-06-13 22:15:00+00:00
80,132.69,132.79,132.4,132.79,2022-06-13 22:30:00+00:00
81,132.56,132.82,132.5,132.8,2022-06-14 11:30:00+00:00
82,132.41,132.6,132.38,132.5,2022-06-14 11:45:00+00:00
83,132.54,132.88,132.42,132.44,2022-06-14 12:00:00+00:00
84,132.8,132.9,132.54,132.54,2022-06-14 12:15:00+00:00
85,133.63,133.8,132.8,132.8,2022-06-14 12:30:00+00:00
86,133.26,133.65,133.17,133.63,2022-06-14 12:45:00+00:00
87,133.3,133.42,133.05,133.19,2022-06-14 13:00:00+00:00
88,133.11,133.78,132.86,133.31,2022-06-14 13:15:00+00:00
89,131.54,133.21,131.54,133.14,2022-06-14 13:30:00+00:00
90,133.1,133.19,131.53,131.54,2022-06-14 13:45:00+00:00
91,132.1,133.25,131.99,133.11,2022-06-14 14:00:00+00:00
92,131.93,132.41,131.88,132.07,2022-06-14 14:15:00+00:00
93,131.74,132.3,131.48,131.94,2022-06-14 14:30:00+00:00
94,132.59,132.85,131.63,131.75,2022-06-14 14:45:00+00:00
95,132.02,132.76,131.91,132.58,2022-06-14 15:00:00+00:00
96,132.26,132.53,131.83,132.01,2022-06-14 15:15:00+00:00
97,132.77,132.8,132.02,132.27,2022-06-14 15:30:00+00:00
98,132.81,132.95,132.35,132.77,2022-06-14 15:45:00+00:00
99,132.05,132.83,132.03,132.83,2022-06-14 16:00:00+00:00
100,132.3,132.56,131.92,132.04,2022-06-14 16:15:00+00:00
101,132.14,132.38,131.95,132.31,2022-06-14 16:30:00+00:00
102,132.5,132.54,132.1,132.14,2022-06-14 16:45:00+00:00
103,132.93,133.05,132.31,132.5,2022-06-14 17:00:00+00:00
104,133.27,133.89,132.91,132.92,2022-06-14 17:15:00+00:00
105,132.44,133.36,132.36,133.26,2022-06-14 17:30:00+00:00
106,132.49,132.6,132.29,132.45,2022-06-14 17:45:00+00:00
107,132.7,133.04,132.46,132.5,2022-06-14 18:00:00+00:00
108,132.95,133.08,132.68,132.71,2022-06-14 18:15:00+00:00
109,132.75,133.13,132.65,132.94,2022-06-14 18:30:00+00:00
110,132.4,132.83,132.28,132.74,2022-06-14 18:45:00+00:00
111,131.89,132.48,131.84,132.38,2022-06-14 19:00:00+00:00
112,132.38,132.46,131.71,131.89,2022-06-14 19:15:00+00:00
113,132.96,133.49,132.34,132.38,2022-06-14 19:30:00+00:00
114,132.86,133.49,132.52,132.95,2022-06-14 19:45:00+00:00
115,132.76,132.85,132.6,132.76,2022-06-14 20:00:00+00:00
116,132.68,132.8,132.66,132.8,2022-06-14 20:15:00+00:00
117,132.8,132.81,132.66,132.7,2022-06-14 20:30:00+00:00
118,132.83,132.87,132.76,132.8,2022-06-14 20:45:00+00:00
119,132.87,132.9,132.8,132.82,2022-06-14 21:00:00+00:00
120,132.81,132.9,132.78,132.86,2022-06-14 21:15:00+00:00
121,132.85,132.85,132.7,132.84,2022-06-14 21:30:00+00:00
122,132.72,132.85,132.7,132.85,2022-06-14 21:45:00+00:00
123,133.0,133.1,132.74,132.74,2022-06-14 22:00:00+00:00
124,133.01,133.09,132.78,133.05,2022-06-14 22:15:00+00:00
125,133.26,133.31,133.0,133.0,2022-06-14 22:30:00+00:00
126,133.93,134.07,133.76,133.81,2022-06-15 11:30:00+00:00
